DateAndTime,Time,Air Pressure (PSI),Dyno Speed (RPM),Temperature1_Value,Temperature2_Value,Temp 3 Inboard (F),Temp 4 Outboard (F),Temperature5_Value,Temperature9_Value,Temperature10_Value,Load Cell Value (lbs),Step_Value,Next Test Section,Cycle_Count_Value,Hydraulic Pressure,Mu
7/15/2020,32:11.5,0.924296379,0,26.5,26.1,72.1,80.7,25.6,49.1,53.9,118,1024,1,0,0,#DIV/0!
7/15/2020,32:11.6,-0.462978363,0,26.5,26.1,72.1,80.7,25.6,49.1,54.1,118,1024,1,0,0,#DIV/0!
7/15/2020,32:11.7,0.096798897,0,26.5,26.2,72.1,80.7,25.6,49.1,54.1,118,1024,1,0,0,#DIV/0!
7/15/2020,32:11.8,-0.38996315,1,26.5,26.2,72.1,80.7,25.6,49,54.3,118,1024,1,0,0,#DIV/0!
7/15/2020,32:11.9,-0.250019073,1,26.5,26.2,72.1,80.7,25.7,49,54.3,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.0,-1.284389496,2,26.5,26.2,72.1,80.7,25.7,49,54.3,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.1,-1.241798401,3,26.5,26.2,72.1,80.7,25.7,48.9,54.4,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.2,1.161592484,4,26.5,26.2,72.1,80.7,25.7,48.9,54.4,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.3,-0.931487083,6,26.5,26.1,72.1,80.7,25.7,48.9,54.4,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.4,-0.73678112,8,26.5,26.1,72,80.6,25.6,48.5,54.6,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.5,-0.548161507,10,26.5,26.1,72,80.6,25.6,48.5,54.6,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.6,-0.669851303,12,26.5,26.1,71.9,80.6,25.6,48.5,54.6,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.7,-0.882810593,15,26.5,26.1,71.9,80.6,25.6,47.9,54.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.8,-1.059261322,18,26.5,26.1,71.9,80.6,25.6,47.9,54.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:12.9,-0.183089256,22,26.5,26.1,71.9,80.6,25.6,47.4,54.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:13.0,0.108968735,26,26.5,26.1,71.9,80.5,25.6,47.4,54.9,126,1024,1,0,0,#DIV/0!
7/15/2020,32:13.1,1.96475029,30,26.5,26.1,71.9,80.5,25.6,47.4,54.9,127,1024,1,0,0,#DIV/0!
7/15/2020,32:13.2,-0.201342583,35,26.5,26.2,71.9,80.5,25.6,48.8,54.9,127,1024,1,0,0,#DIV/0!
7/15/2020,32:13.3,-0.675935745,39,26.5,26.2,71.9,80.5,25.7,48.8,55.1,127,1024,1,0,0,#DIV/0!
7/15/2020,32:13.4,0.035954475,44,26.5,26.2,71.9,80.5,25.7,48.8,55.1,125,1024,1,0,0,#DIV/0!
7/15/2020,32:13.5,0.851281166,49,26.5,26.2,71.8,80.5,25.7,48.2,55.2,125,1024,1,0,0,#DIV/0!
7/15/2020,32:13.6,-0.12832737,54,26.5,26.2,71.8,80.5,25.7,48.2,55.2,125,1024,1,0,0,#DIV/0!
7/15/2020,32:13.7,-1.004501343,59,26.5,26.2,71.8,80.5,25.7,48.2,55.2,125,1024,1,0,0,#DIV/0!
7/15/2020,32:13.8,-1.704223633,64,26.5,26.2,71.8,80.4,25.7,48,55.4,125,1024,1,0,0,#DIV/0!
7/15/2020,32:13.9,-0.0248909,70,26.5,26.2,71.8,80.4,25.7,48,55.4,125,1024,1,0,0,#DIV/0!
7/15/2020,32:14.0,-0.931487083,75,26.6,26.2,71.7,80.4,25.7,48,55.4,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.1,-2.160563469,81,26.6,26.2,71.7,80.3,25.7,48.9,55.5,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.2,-0.38996315,87,26.6,26.2,71.7,80.3,25.7,48.9,55.5,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.3,1.131170273,94,26.6,26.2,71.7,80.3,25.7,48.3,55.5,125,1024,1,0,0,#DIV/0!
7/15/2020,32:14.4,1.125085831,100,26.6,26.2,71.7,80.2,25.7,48.3,55.7,125,1024,1,0,0,#DIV/0!
7/15/2020,32:14.5,-0.967993736,107,26.5,26.2,71.7,80.2,25.7,48.3,55.7,125,1024,1,0,0,#DIV/0!
7/15/2020,32:14.6,-1.619039536,114,26.5,26.2,71.6,80.2,25.7,48.4,55.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.7,-0.335202217,122,26.5,26.2,71.6,80.1,25.7,48.4,55.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.8,0.504463196,130,26.6,26.2,71.6,80.1,25.7,48.4,55.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:14.9,-1.947604179,137,26.6,26.2,71.5,80.1,25.7,49,55.7,126,1024,1,0,0,#DIV/0!
7/15/2020,32:15.0,1.739624023,145,26.6,26.2,71.5,80.1,25.7,49,55.9,126,1024,1,0,0,#DIV/0!
7/15/2020,32:15.1,-2.361352921,153,26.6,26.2,71.5,80.1,25.7,49,55.9,126,1024,1,0,0,#DIV/0!
7/15/2020,32:15.2,0.121137619,162,26.6,26.2,71.5,80,25.7,48.4,56,124,1024,1,0,0,#DIV/0!
7/15/2020,32:15.3,0.072461128,171,26.6,26.2,71.5,80,25.7,48.4,56,124,1024,1,0,0,#DIV/0!
7/15/2020,32:15.4,0.510547638,180,26.5,26.2,71.5,80,25.7,48.4,56,124,1024,1,0,0,#DIV/0!
7/15/2020,32:15.5,-0.919318199,188,26.5,26.2,71.4,80,25.7,48.4,56.1,123,1024,1,0,0,#DIV/0!
7/15/2020,32:15.6,-0.675935745,197,26.5,26.2,71.4,80,25.7,48.4,56.1,123,1024,1,0,0,#DIV/0!
7/15/2020,32:15.7,-0.450809479,206,26.7,26.2,71.5,80,25.7,48.4,56.1,123,1024,1,0,0,#DIV/0!
7/15/2020,32:15.8,-0.967993736,216,26.7,26.2,71.5,79.9,25.8,48.8,56.3,125,1024,1,0,0,#DIV/0!
7/15/2020,32:15.9,-0.134413719,225,26.5,26.2,71.5,79.9,25.8,48.8,56.3,125,1024,1,0,0,#DIV/0!
7/15/2020,32:16.0,0.334095955,234,26.5,26.2,71.5,79.9,25.8,48.7,56.3,125,1024,1,0,0,#DIV/0!
7/15/2020,32:16.1,-0.237850189,243,26.5,26.2,71.5,79.8,25.8,48.7,56.4,124,1024,1,0,0,#DIV/0!
7/15/2020,32:16.2,-1.059261322,252,26.5,26.2,71.5,79.8,25.8,48.7,56.4,124,1024,1,0,0,#DIV/0!
7/15/2020,32:16.3,0.620069504,261,26.5,26.2,71.4,79.8,25.8,48.6,56.4,124,1024,1,0,0,#DIV/0!
7/15/2020,32:16.4,0.51663208,270,26.5,26.2,71.4,79.8,25.8,48.6,56.5,123,1024,1,0,0,#DIV/0!
7/15/2020,32:16.5,-1.381743431,279,26.5,26.2,71.4,79.8,25.8,48.6,56.5,123,1024,1,0,0,#DIV/0!
7/15/2020,32:16.6,0.425364494,288,26.5,26.2,71.3,79.7,25.8,48.8,56.5,123,1024,1,0,0,#DIV/0!
7/15/2020,32:16.7,0.480124474,297,26.5,26.2,71.3,79.7,25.8,48.8,56.5,125,1024,1,0,0,#DIV/0!
7/15/2020,32:16.8,-0.961909294,306,26.8,26.1,71.3,79.7,25.8,48.8,56.5,125,1024,1,0,0,#DIV/0!
7/15/2020,32:16.9,-0.243934631,315,26.8,26.1,71,79.6,25.8,48.6,56.6,125,1024,1,0,0,#DIV/0!
7/15/2020,32:17.0,-0.383878708,323,26.8,26.1,71,79.6,25.8,48.6,56.6,127,1024,1,0,0,#DIV/0!
7/15/2020,32:17.1,0.352350235,331,26.5,26.2,71,79.6,25.8,48.6,56.6,127,1024,1,0,0,#DIV/0!
7/15/2020,32:17.2,0.352350235,331,26.5,26.2,71,79.6,25.8,48.6,56.6,127,1024,1,0,0,#DIV/0!
7/15/2020,32:17.3,0.413194656,339,26.5,26.2,71.2,79.6,25.8,48.8,56.7,127,1024,1,0,0,#DIV/0!
7/15/2020,32:17.4,0.553138733,347,26.5,26.2,71.2,79.6,25.8,48.8,56.7,123,1024,1,0,0,#DIV/0!
7/15/2020,32:17.5,-0.584668159,355,26.6,26.2,71.2,79.6,25.8,48.8,56.7,123,1024,1,0,0,#DIV/0!
7/15/2020,32:17.6,0.650492668,362,26.6,26.2,71.2,79.5,25.8,48.8,56.9,123,1024,1,0,0,#DIV/0!
7/15/2020,32:17.7,-0.487316132,369,26.7,26.2,71.2,79.5,25.8,48.8,56.9,122,1024,1,0,0,#DIV/0!
7/15/2020,32:17.8,-0.834135056,377,26.7,26.2,71.1,79.5,25.8,48.8,56.9,122,1024,1,0,0,#DIV/0!
7/15/2020,32:17.9,-1.223545074,384,26.7,26.2,71.1,79.5,25.8,48.8,56.9,122,1024,1,0,0,#DIV/0!
7/15/2020,32:18.0,-0.761120796,390,26.6,26.2,71.1,79.5,25.8,48.8,56.9,122,1024,1,0,0,#DIV/0!
7/15/2020,32:18.1,1.855230331,397,26.6,26.2,71,79.4,25.8,48.8,56.9,122,1048576,1,0,0,#DIV/0!
7/15/2020,32:18.2,9.862476349,402,26.6,26.2,71,79.4,25.8,48.8,57,122,1048576,1,0,85.73704172,0.685470686
7/15/2020,32:18.3,16.70757866,407,26.6,26.2,71,79.4,25.8,48.8,57,123,1048576,1,0,193.0477106,0.306929058
7/15/2020,32:18.4,23.10850906,410,26.6,26.2,70.9,79.3,25.8,48.8,57.1,123,1048576,1,0,293.3950966,0.201952768
7/15/2020,32:18.5,32.7342453,413,26.6,26.2,70.9,79.3,25.8,48.8,57.1,123,1048576,1,0,444.2977636,0.133360905
7/15/2020,32:18.6,37.79657745,415,26.6,26.1,70.9,79.3,25.8,48.8,57.1,158,1048576,1,0,523.6599447,0.145346736
7/15/2020,32:18.7,40.77799988,416,26.6,26.1,70.8,79.3,25.8,48.8,57.3,158,1048576,1,0,570.3997041,0.133436716
7/15/2020,32:18.8,42.31738663,416,26.6,26.1,70.8,79.3,25.8,48.8,57.3,158,1048576,1,0,594.5326702,0.128020321
7/15/2020,32:18.9,43.6438179,414,26.6,26.1,70.8,79.3,25.8,48.8,57.3,706,1048576,1,0,615.3271332,0.552708554
7/15/2020,32:19.0,43.72291565,411,26.6,26.1,70.8,79.3,25.8,49.5,57.4,706,1048576,1,0,616.5671486,0.551596968
7/15/2020,32:19.1,44.65385056,407,26.6,26.1,70.8,79.3,25.8,49.5,57.4,706,1048576,1,0,631.1614152,0.538842461
7/15/2020,32:19.2,43.07795715,402,26.6,26.1,70.7,79.3,25.8,51.3,57.4,1007,1048576,1,0,606.4561343,0.799885139
7/15/2020,32:19.3,43.8750267,396,26.6,26.1,70.7,79.3,25.8,51.3,57.4,1007,1048576,1,0,618.9517936,0.783736721
7/15/2020,32:19.4,42.97451401,390,26.6,26.1,70.7,79.3,25.8,51.3,57.4,1007,1048576,1,0,604.8344561,0.802029786
7/15/2020,32:19.5,43.24832153,382,26.6,26.1,70.7,79.3,25.8,52.5,57.4,1007,1048576,1,0,609.1269367,0.796377931
7/15/2020,32:19.6,42.93800735,375,26.6,26.1,70.7,79.4,25.8,52.5,57.4,1007,1048576,1,0,604.2621413,0.802789412
7/15/2020,32:19.7,41.00921249,367,26.6,26.1,70.7,79.4,25.8,52.5,57.4,1007,1048576,1,0,574.0244243,0.845077716
7/15/2020,32:19.8,42.12268448,359,26.6,26.1,70.7,79.5,25.8,54.2,57.5,1007,1048576,1,0,591.4803246,0.820137592
7/15/2020,32:19.9,42.27479553,350,26.6,26.1,70.7,79.5,25.7,54.2,57.5,1007,1048576,1,0,593.8649696,0.816844357
7/15/2020,32:20.0,42.92583847,341,26.6,26.1,70.7,79.5,25.7,54.2,57.5,1007,1048576,1,0,604.0713697,0.803042941
7/15/2020,32:20.1,43.70466232,332,26.6,26.1,70.8,79.7,25.7,54.4,57.5,1007,1048576,1,0,616.2809912,0.787133233
7/15/2020,32:20.2,42.24437332,323,26.6,26.1,70.8,79.7,25.7,54.4,57.5,1007,1048576,1,0,593.3880406,0.817500887
7/15/2020,32:20.3,42.59727478,314,26.6,26.1,70.8,79.7,25.7,54.4,57.5,1007,1048576,1,0,598.9204767,0.809949347
7/15/2020,32:20.4,42.38431931,305,26.6,26.1,70.9,80.1,25.7,56.5,57.5,1007,1048576,1,0,595.5819738,0.814489475
7/15/2020,32:20.5,42.68854523,295,26.6,26.1,70.9,80.1,25.7,56.5,57.5,1007,1048576,1,0,600.3513235,0.808018955
7/15/2020,32:20.6,42.29304886,286,26.5,26,71,80.1,25.7,56.5,57.5,1007,1048576,1,0,594.151127,0.816450945
7/15/2020,32:20.7,43.32133865,275,26.5,26,71,80.4,25.7,56.5,57.6,1007,1048576,1,0,610.2716261,0.794884161
7/15/2020,32:20.8,42.3417244,265,26.5,26,71,80.4,25.7,56.5,57.6,1007,1048576,1,0,594.9142134,0.815403698
7/15/2020,32:20.9,43.03536606,255,26.5,25.9,71.1,80.4,25.7,56.8,57.6,1007,1048576,1,0,605.7884337,0.800766773
7/15/2020,32:21.0,43.93587494,246,26.5,25.9,71.1,80.9,25.6,56.8,57.7,1007,1048576,1,0,619.9057114,0.782530698
7/15/2020,32:21.1,44.64776611,236,26.6,25.9,71.1,80.9,25.6,56.8,57.7,1007,1048576,1,0,631.0660294,0.768691748
7/15/2020,32:21.2,44.01497269,226,26.6,26,71.3,81.7,25.6,57.5,57.7,1007,1048576,1,0,621.1457268,0.780968504
7/15/2020,32:21.3,43.30308533,216,26.6,26,71.3,81.7,25.7,57.5,57.9,1007,1048576,1,0,609.9854687,0.795257058
7/15/2020,32:21.4,43.83852005,206,26.6,26,71.3,81.7,25.7,57.5,57.9,1007,1048576,1,0,618.3794788,0.784462075
7/15/2020,32:21.5,44.01497269,196,26.6,26,71.6,82.4,25.7,58.5,57.8,1007,1048576,1,0,621.1457268,0.780968504
7/15/2020,32:21.6,44.89723206,185,26.6,26,71.6,82.4,25.7,58.5,57.8,1007,1048576,1,0,634.9769069,0.763957309
7/15/2020,32:21.7,43.12054825,175,26.6,26,71.6,82.4,25.7,58.5,57.8,1007,1048576,1,0,607.1238349,0.799005444
7/15/2020,32:21.8,44.5321579,165,26.6,26,71.8,83.3,25.7,56.5,57.8,1007,1048576,1,0,629.2536394,0.770905751
7/15/2020,32:21.9,44.68427277,155,26.6,26,71.8,83.3,25.7,56.5,57.8,1007,1048576,1,0,631.6383442,0.767995252
7/15/2020,32:22.0,46.71650696,144,26.6,26,71.8,83.3,25.7,56.5,57.8,1007,1048576,1,0,663.4976796,0.73111823
7/15/2020,32:22.1,44.62342834,134,26.6,26,72,84.1,25.7,58,57.7,1007,1048576,1,0,630.6844862,0.769156781
7/15/2020,32:22.2,44.66601944,123,26.6,26,72,84.1,25.7,58,57.7,1007,1048576,1,0,631.3521868,0.768343342
7/15/2020,32:22.3,46.04720688,112,26.6,26,72.3,84.1,25.7,56.9,57.7,1007,1048576,1,0,653.0050622,0.742865986
7/15/2020,32:22.4,46.15064621,102,26.6,26,72.3,85.1,25.6,56.9,57.8,1007,1048576,1,0,654.6266806,0.741025784
7/15/2020,32:22.5,45.70647049,91,26.6,26,72.3,85.1,25.6,56.9,57.8,1007,1048576,1,0,647.6633379,0.748992912
7/15/2020,32:22.6,45.07368088,80,26.6,26,72.5,85.1,25.6,55.1,57.8,1007,1048576,1,0,637.7430951,0.760643671
7/15/2020,32:22.7,45.08584976,70,26.6,26,72.5,86,25.6,55.1,57.8,1007,1048576,1,0,637.9338667,0.760416204
7/15/2020,32:22.8,44.75120163,60,26.5,26,72.5,86,25.6,55.1,57.8,1007,1048576,1,0,632.6875879,0.766721615
7/15/2020,32:22.9,45.14669418,49,26.5,26,72.8,87,25.6,57.5,57.8,1007,1048576,1,0,638.8877247,0.759280904
7/15/2020,32:23.0,43.89328003,39,26.5,26,72.8,87,25.7,57.5,58.1,1007,1048576,1,0,619.237951,0.783374547
7/15/2020,32:23.1,46.19932175,31,26.6,26,72.8,87,25.7,57.5,58.1,243,1048576,1,0,655.389767,0.178609341
7/15/2020,32:23.2,47.4527359,25,26.6,26,73.2,87.9,25.7,57.3,57.5,243,1048576,1,0,675.0395407,0.173410189
7/15/2020,32:23.3,45.65779495,20,26.6,26,73.2,87.9,25.7,57.3,57.5,243,1048576,1,0,646.9002515,0.180953299
7/15/2020,32:23.4,45.71255493,17,26.6,25.9,73.2,87.9,25.7,57.3,57.5,-522,1048576,1,0,647.7587237,-0.388199332
7/15/2020,32:23.5,45.56044388,15,26.6,25.9,73.5,88.8,25.7,57.1,57.6,-522,1048576,1,0,645.3740787,-0.389633721
7/15/2020,32:23.6,45.70647049,13,26.6,25.9,73.5,88.8,25.7,57.1,57.6,-522,1048576,1,0,647.6633379,-0.388256504
7/15/2020,32:23.7,45.98636246,11,26.6,25.9,73.9,88.8,25.7,57.1,57.6,144,1048576,1,0,652.0512042,0.106384496
7/15/2020,32:23.8,47.30670547,8,26.6,25.9,73.9,89.6,25.7,57.2,57.9,144,1048576,1,0,672.7502217,0.103111284
7/15/2020,32:23.9,47.90907288,6,26.6,25.9,73.9,89.6,25.7,57.2,57.9,144,1048576,1,0,682.1935355,0.101683958
7/15/2020,32:24.0,46.37577057,5,26.6,25.9,74.2,89.6,25.7,57.1,57.9,117,1048576,1,0,658.1559552,0.08563565
7/15/2020,32:24.1,45.93768692,3,26.6,25.9,74.2,90.4,25.6,57.1,57.7,117,1048576,1,0,651.2881178,0.086538678
7/15/2020,32:24.2,47.12417221,3,26.6,25.9,74.2,90.4,25.6,57.1,57.7,117,1048576,1,0,669.8886477,0.084135793
7/15/2020,32:24.3,46.5948143,2,26.6,25.9,74.5,91.1,25.6,57.4,57.7,-132,1048576,1,0,661.5899038,-0.096113106
7/15/2020,32:24.4,46.82602692,2,26.6,25.9,74.5,91.1,25.6,57.4,57.7,-132,1048576,1,0,665.214624,-0.095589391
7/15/2020,32:24.5,46.41228104,2,26.6,25.9,74.5,91.1,25.6,57.4,57.7,-132,1048576,1,0,658.7283298,-0.09653063
7/15/2020,32:24.6,47.00856018,2,26.6,25.9,74.9,91.8,25.6,57,58,119,1048576,1,0,668.076198,0.085806169
7/15/2020,32:24.7,47.30670547,2,26.6,25.9,74.9,91.8,25.6,57,58,119,1048576,1,0,672.7502217,0.085210019
7/15/2020,32:24.8,47.04507446,2,26.6,25.9,74.9,91.8,25.6,57,58,119,1048576,1,0,668.6486324,0.08573271
7/15/2020,32:24.9,46.27841949,1,26.6,25.9,75.3,92.4,25.6,57.3,57.9,267,1048576,1,0,656.6297824,0.195879161
7/15/2020,32:25.0,47.96383667,1,26.6,25.9,75.3,92.4,25.6,57.3,57.9,267,1048576,1,0,683.0520675,0.18830203
7/15/2020,32:25.1,46.66174316,0,26.6,25.9,75.3,92.4,25.6,57.3,57.9,267,32,1,0,662.6391476,0.194102765
7/15/2020,32:25.2,47.11200333,0,26.6,25.9,75.6,93,25.6,57.2,58,116,1024,1,0,669.6978761,0.083440446
7/15/2020,32:25.3,47.95774841,0,26.6,25.9,75.6,93,25.6,57.2,58,116,1024,1,0,682.9566219,0.081820555
7/15/2020,32:25.4,46.07762909,0,26.6,25.9,76,93,25.6,57.2,58,116,1024,1,0,653.4819912,0.085510986
7/15/2020,32:25.5,45.28664017,0,26.6,25.9,76,93.5,25.6,57.3,57.7,111,1024,1,0,641.0816579,0.083407898
7/15/2020,32:25.6,45.99853134,0,26.6,25.9,76,93.5,25.6,57.3,57.7,111,1024,1,0,652.2419758,0.081980731
7/15/2020,32:25.7,44.20967484,0,26.6,25.9,76.3,93.5,25.6,57.4,57.7,111,1024,1,0,624.1980724,0.085663952
7/15/2020,32:25.8,44.40438461,1,26.6,25.9,76.3,93.9,25.6,57.4,57.7,115,1024,1,0,627.2505376,0.088319042
7/15/2020,32:25.9,43.74116898,1,26.6,25.9,76.3,93.9,25.6,57.4,57.7,115,1024,1,0,616.853306,0.089807684
7/15/2020,32:26.0,44.31311798,1,26.6,25.9,76.7,94.3,25.6,57.6,57.7,115,1024,1,0,625.8197506,0.088520962
7/15/2020,32:26.1,42.19569778,1,26.6,25.9,76.7,94.3,25.6,57.6,58.1,1007,1024,1,0,592.6249542,0.818553532
7/15/2020,32:26.2,42.80414963,1,26.5,25.9,76.7,94.3,25.6,57.6,58.1,1007,1024,1,0,602.1636537,0.805587063
7/15/2020,32:26.3,44.43480682,1,26.5,25.9,77,94.6,25.6,57.7,58.1,1007,1024,1,0,627.7274666,0.772780028
7/15/2020,32:26.4,44.98241425,1,26.5,25.9,77,94.6,25.6,57.7,58.1,647,1024,1,0,636.3123081,0.489814354
7/15/2020,32:26.5,41.87930298,0,26.5,25.9,77,94.6,25.6,57.7,58.1,647,1024,1,0,587.6648328,0.53036167
7/15/2020,32:26.6,44.25227356,1,26.5,25.9,77.4,94.9,25.6,57.9,57.9,647,1024,1,0,624.8658926,0.498786869
7/15/2020,32:26.7,42.93192291,0,26.5,25.9,77.4,94.9,25.6,57.9,57.9,839,1024,1,0,604.1667555,0.668963908
7/15/2020,32:26.8,43.91153717,0,26.5,25.9,77.7,94.9,25.6,57.9,57.9,839,1024,1,0,619.5241682,0.652380931
7/15/2020,32:26.9,44.33745575,0,26.5,25.9,77.7,95,25.6,57.9,57.9,839,1024,1,0,626.2012938,0.645424655
7/15/2020,32:27.0,42.46341705,0,26.5,25.9,77.7,95,25.6,57.9,57.9,1007,1024,1,0,596.8219891,0.812797213
7/15/2020,32:27.1,42.99885941,0,26.5,25.9,78,95,25.6,58.1,57.9,1007,1024,1,0,605.2161189,0.801524008
7/15/2020,32:27.2,42.63986588,0,26.5,25.9,78,95.2,25.6,58.1,58.1,1007,1024,1,0,599.5881773,0.809047389
7/15/2020,32:27.3,43.09621048,0,26.5,25.9,78,95.2,25.6,58.1,58.1,1007,1024,1,0,606.7422917,0.79950789
7/15/2020,32:27.4,41.58724213,0,26.5,25.9,78.3,95.2,25.6,58.1,58.1,1007,1024,1,0,583.0861948,0.831944322
7/15/2020,32:27.5,42.45124817,0,26.5,25.9,78.3,95.4,25.6,58.1,57.9,1007,1024,1,0,596.6312175,0.813057103
7/15/2020,32:27.6,41.78803635,0,26.5,25.9,78.3,95.4,25.6,58.1,57.9,1007,1024,1,0,586.2340458,0.827477102
7/15/2020,32:27.7,41.27084732,0,26.5,25.9,78.6,95.6,25.6,58,57.9,1007,1024,1,0,578.1260734,0.839082116
7/15/2020,32:27.8,41.73327637,0,26.5,25.9,78.6,95.6,25.6,58,57.9,1007,1024,1,0,585.3755736,0.828690624
7/15/2020,32:27.9,39.40898132,0,26.5,25.9,78.6,95.6,25.6,58,57.9,1007,1024,1,0,548.9376002,0.883698346
7/15/2020,32:28.0,37.16378784,0,26.5,25.9,78.9,95.6,25.6,58.1,58.1,1007,1024,1,0,513.739702,0.944243257
7/15/2020,32:28.1,35.62440109,0,26.5,25.9,78.9,95.6,25.6,58.1,58.1,1007,1024,1,0,489.6067359,0.990785489
7/15/2020,32:28.2,28.35946655,0,26.6,25.9,78.9,95.6,25.6,58.1,58.1,1007,1024,1,0,375.7143571,1.291127794
7/15/2020,32:28.3,25.28068924,1,26.6,25.9,79.2,95.8,25.6,58.2,58,1007,1024,1,0,327.4483652,1.481440437
7/15/2020,32:28.4,20.05407333,2,26.6,25.9,79.2,95.8,25.6,58.2,58,1007,1024,1,0,245.5107077,1.975861884
7/15/2020,32:28.5,17.25518799,3,26.6,25.9,79.4,95.8,25.6,58.2,58,749,1024,1,0,201.6325821,1.789446246
7/15/2020,32:28.6,15.05258751,5,26.6,25.9,79.4,95.8,25.6,58.9,58,749,1024,1,0,167.1024144,2.159218754
7/15/2020,32:28.7,11.19499207,8,26.6,25.9,79.4,95.8,25.6,58.9,58,749,1024,1,0,106.6268906,3.383861847
7/15/2020,32:28.8,9.004558563,11,26.6,25.9,79.8,95.8,25.6,58.9,58,488,1024,1,0,72.2874646,3.252028779
7/15/2020,32:28.9,6.832380295,15,26.6,25.9,79.8,95.8,25.6,58.9,57.9,488,1024,1,0,38.23422588,6.148441869
7/15/2020,32:29.0,4.301212311,20,26.6,25.9,79.8,95.8,25.6,58.9,57.9,488,1024,1,0,0,#DIV/0!
7/15/2020,32:29.1,2.548866272,25,26.6,26,79.9,95.9,25.6,59.7,57.9,316,1024,1,0,0,#DIV/0!
7/15/2020,32:29.2,2.408922195,31,26.6,26,79.9,95.9,25.7,59.7,57.9,316,1024,1,0,0,#DIV/0!
7/15/2020,32:29.3,0.686999321,37,26.6,25.9,79.9,95.9,25.7,59.7,57.9,316,1024,1,0,0,#DIV/0!
7/15/2020,32:29.4,0.553138733,44,26.6,25.9,80.1,95.9,25.7,58.2,57.7,209,1024,1,0,0,#DIV/0!
7/15/2020,32:29.5,0.644407272,51,26.6,25.9,80.1,95.9,25.7,58.2,57.7,209,1024,1,0,0,#DIV/0!
7/15/2020,32:29.6,1.283284187,58,26.6,25.9,80.1,95.9,25.7,58.2,57.7,209,1024,1,0,0,#DIV/0!
7/15/2020,32:29.7,0.644407272,66,26.6,25.9,80.2,95.9,25.7,56.5,57.9,174,1024,1,0,0,#DIV/0!
7/15/2020,32:29.8,1.465819359,74,26.6,25.9,80.2,95.9,25.7,56.5,57.9,174,1024,1,0,0,#DIV/0!
7/15/2020,32:29.9,0.096798897,82,26.7,26,80.2,95.9,25.7,56.5,57.9,174,1024,1,0,0,#DIV/0!
7/15/2020,32:30.0,1.009479523,91,26.7,26,80.4,95.9,25.7,58.1,57.9,155,1024,1,0,0,#DIV/0!
7/15/2020,32:30.1,-2.172732353,99,26.7,26,80.4,95.9,25.7,58.1,57.9,155,1024,1,0,0,#DIV/0!
7/15/2020,32:30.2,2.250724792,108,26.6,25.9,80.4,95.9,25.7,57.8,57.9,155,1024,1,0,0,#DIV/0!
7/15/2020,32:30.3,0.334095955,117,26.6,25.9,80.4,95.9,25.7,57.8,57.9,149,1024,1,0,0,#DIV/0!
7/15/2020,32:30.4,-1.582531929,126,26.8,25.9,80.4,95.9,25.7,57.8,57.9,149,1024,1,0,0,#DIV/0!
7/15/2020,32:30.5,-0.840219498,135,26.8,25.9,80.6,95.9,25.7,56.7,57.9,149,1024,1,0,0,#DIV/0!
7/15/2020,32:30.6,-0.304780006,144,26.8,25.9,80.6,95.8,25.7,56.7,57.9,145,1024,1,0,0,#DIV/0!
7/15/2020,32:30.7,-2.19098568,153,26.8,25.9,80.6,95.8,25.7,56.7,57.9,145,1024,1,0,0,#DIV/0!
7/15/2020,32:30.8,-0.079651833,163,26.8,25.9,80.6,95.8,25.7,57.3,57.9,145,1024,1,0,0,#DIV/0!
7/15/2020,32:30.9,0.881705284,172,26.8,25.9,80.6,95.8,25.7,57.3,57.8,141,1024,1,0,0,#DIV/0!
7/15/2020,32:31.0,-0.055314064,181,26.6,25.9,80.6,95.8,25.7,57.3,57.8,141,1024,1,0,0,#DIV/0!
7/15/2020,32:31.1,0.29150486,190,26.6,25.9,80.6,95.8,25.7,57.3,57.8,141,1024,1,0,0,#DIV/0!
7/15/2020,32:31.2,1.155508041,199,26.6,25.9,80.6,95.8,25.7,57.3,57.8,140,1024,1,0,0,#DIV/0!
7/15/2020,32:31.3,-0.955824852,208,26.7,26,80.6,95.8,25.7,57.3,57.8,140,1024,1,0,0,#DIV/0!
7/15/2020,32:31.4,1.891736984,217,26.7,26,80.7,95.7,25.8,57.4,57.8,140,1024,1,0,0,#DIV/0!
